month	price
2025-01-01	4.750552500000001
2025-02-01	4.375152500000001
2025-03-01	3.948752500000001
2025-04-01	3.9943125
2025-05-01	3.717752499999999
2025-06-01	3.4647524999999995
2025-07-01	3.4277525
2025-08-01	3.7105524999999995
2025-09-01	3.863152499999999
2025-10-01	4.133752499999999
2025-11-01	4.651752499999999
2025-12-01	5.051612499999999
