month	price
2024-01-01	4.575410427753089
2024-02-01	4.271943762791991
2024-03-01	3.837477097830894
2024-04-01	3.9039604328697983
2024-05-01	3.6110437679087006
2024-06-01	3.327827102947605
2024-07-01	3.214860437986511
2024-08-01	3.478643773025417
2024-09-01	3.5386771080643222
2024-10-01	3.8509604431032294
2024-11-01	4.290993778142139
2024-12-01	4.649602113181041
